Data,1178 - % a.a.,11 - % a.d.,Tx. %acum.
21/07/2020,"2,15","0,008442","57.213,41"
22/07/2020,"2,15","0,008442","57.218,25"
23/07/2020,"2,15","0,008442","57.223,09"
24/07/2020,"2,15","0,008442","57.227,93"
27/07/2020,"2,15","0,008442","57.232,77"
28/07/2020,"2,15","0,008442","57.237,61"
29/07/2020,"2,15","0,008442","57.242,45"
30/07/2020,"2,15","0,008442","57.247,29"
31/07/2020,"2,15","0,008442","57.252,13"
03/08/2020,"2,15","0,008442","57.256,97"
04/08/2020,"2,15","0,008442","57.261,81"
05/08/2020,"2,15","0,008442","57.266,66"
06/08/2020,"1,9","0,007469","57.270,94"
07/08/2020,"1,9","0,007469","57.275,23"
10/08/2020,"1,9","0,007469","57.279,51"
11/08/2020,"1,9","0,007469","57.283,80"
12/08/2020,"1,9","0,007469","57.288,08"
13/08/2020,"1,9","0,007469","57.292,37"
14/08/2020,"1,9","0,007469","57.296,66"
17/08/2020,"1,9","0,007469","57.300,94"
18/08/2020,"1,9","0,007469","57.305,23"
19/08/2020,"1,9","0,007469","57.309,52"
20/08/2020,"1,9","0,007469","57.313,81"
21/08/2020,"1,9","0,007469","57.318,09"
24/08/2020,"1,9","0,007469","57.322,38"
25/08/2020,"1,9","0,007469","57.326,67"
26/08/2020,"1,9","0,007469","57.330,96"
27/08/2020,"1,9","0,007469","57.335,25"
28/08/2020,"1,9","0,007469","57.339,54"
31/08/2020,"1,9","0,007469","57.343,83"
01/09/2020,"1,9","0,007469","57.348,12"
02/09/2020,"1,9","0,007469","57.352,41"
03/09/2020,"1,9","0,007469","57.356,70"
04/09/2020,"1,9","0,007469","57.360,99"
08/09/2020,"1,9","0,007469","57.365,29"
09/09/2020,"1,9","0,007469","57.369,58"
10/09/2020,"1,9","0,007469","57.373,87"
11/09/2020,"1,9","0,007469","57.378,16"
14/09/2020,"1,9","0,007469","57.382,46"
15/09/2020,"1,9","0,007469","57.386,75"
16/09/2020,"1,9","0,007469","57.391,04"
17/09/2020,"1,9","0,007469","57.395,34"
18/09/2020,"1,9","0,007469","57.399,63"
21/09/2020,"1,9","0,007469","57.403,93"
22/09/2020,"1,9","0,007469","57.408,22"
23/09/2020,"1,9","0,007469","57.412,52"
24/09/2020,"1,9","0,007469","57.416,81"
25/09/2020,"1,9","0,007469","57.421,11"
28/09/2020,"1,9","0,007469","57.425,40"
29/09/2020,"1,9","0,007469","57.429,70"
30/09/2020,"1,9","0,007469","57.434,00"
01/10/2020,"1,9","0,007469","57.438,29"
02/10/2020,"1,9","0,007469","57.442,59"
05/10/2020,"1,9","0,007469","57.446,89"
06/10/2020,"1,9","0,007469","57.451,19"
07/10/2020,"1,9","0,007469","57.455,49"
08/10/2020,"1,9","0,007469","57.459,79"
09/10/2020,"1,9","0,007469","57.464,08"
13/10/2020,"1,9","0,007469","57.468,38"
14/10/2020,"1,9","0,007469","57.472,68"
15/10/2020,"1,9","0,007469","57.476,98"
16/10/2020,"1,9","0,007469","57.481,28"
19/10/2020,"1,9","0,007469","57.485,58"
20/10/2020,"1,9","0,007469","57.489,89"
21/10/2020,"1,9","0,007469","57.494,19"
22/10/2020,"1,9","0,007469","57.498,49"
23/10/2020,"1,9","0,007469","57.502,79"
26/10/2020,"1,9","0,007469","57.507,09"
27/10/2020,"1,9","0,007469","57.511,40"
28/10/2020,"1,9","0,007469","57.515,70"
29/10/2020,"1,9","0,007469","57.520,00"
30/10/2020,"1,9","0,007469","57.524,31"
03/11/2020,"1,9","0,007469","57.528,61"
04/11/2020,"1,9","0,007469","57.532,91"
05/11/2020,"1,9","0,007469","57.537,22"
06/11/2020,"1,9","0,007469","57.541,52"
09/11/2020,"1,9","0,007469","57.545,83"
10/11/2020,"1,9","0,007469","57.550,13"
11/11/2020,"1,9","0,007469","57.554,44"
12/11/2020,"1,9","0,007469","57.558,75"
13/11/2020,"1,9","0,007469","57.563,05"
16/11/2020,"1,9","0,007469","57.567,36"
17/11/2020,"1,9","0,007469","57.571,67"
18/11/2020,"1,9","0,007469","57.575,97"
19/11/2020,"1,9","0,007469","57.580,28"
20/11/2020,"1,9","0,007469","57.584,59"
23/11/2020,"1,9","0,007469","57.588,90"
24/11/2020,"1,9","0,007469","57.593,21"
25/11/2020,"1,9","0,007469","57.597,52"
26/11/2020,"1,9","0,007469","57.601,83"
27/11/2020,"1,9","0,007469","57.606,14"
30/11/2020,"1,9","0,007469","57.610,45"
01/12/2020,"1,9","0,007469","57.614,76"
02/12/2020,"1,9","0,007469","57.619,07"
03/12/2020,"1,9","0,007469","57.623,38"
04/12/2020,"1,9","0,007469","57.627,69"
07/12/2020,"1,9","0,007469","57.632,00"
08/12/2020,"1,9","0,007469","57.636,31"
09/12/2020,"1,9","0,007469","57.640,63"
10/12/2020,"1,9","0,007469","57.644,94"
11/12/2020,"1,9","0,007469","57.649,25"
14/12/2020,"1,9","0,007469","57.653,56"
15/12/2020,"1,9","0,007469","57.657,88"
16/12/2020,"1,9","0,007469","57.662,19"
17/12/2020,"1,9","0,007469","57.666,51"
18/12/2020,"1,9","0,007469","57.670,82"
21/12/2020,"1,9","0,007469","57.675,14"
22/12/2020,"1,9","0,007469","57.679,45"
23/12/2020,"1,9","0,007469","57.683,77"
24/12/2020,"1,9","0,007469","57.688,08"
28/12/2020,"1,9","0,007469","57.692,40"
29/12/2020,"1,9","0,007469","57.696,72"
30/12/2020,"1,9","0,007469","57.701,03"
31/12/2020,"1,9","0,007469","57.705,35"
02/01/2020,"1,9","0,007469","57.709,67"
05/01/2021,"1,9","0,007469","57.713,98"
06/01/2021,"1,9","0,007469","57.718,30"
07/01/2021,"1,9","0,007469","57.722,62"
08/01/2021,"1,9","0,007469","57.726,94"
11/01/2021,"1,9","0,007469","57.731,26"
12/01/2021,"1,9","0,007469","57.735,58"
13/01/2021,"1,9","0,007469","57.739,90"
14/01/2021,"1,9","0,007469","57.744,22"
15/01/2021,"1,9","0,007469","57.748,54"
18/01/2021,"1,9","0,007469","57.752,86"
19/01/2021,"1,9","0,007469","57.757,18"
20/01/2021,"1,9","0,007469","57.761,50"
21/01/2021,"1,9","0,007469","57.765,82"
22/01/2021,"1,9","0,007469","57.770,15"
25/01/2021,"1,9","0,007469","57.774,47"
26/01/2021,"1,9","0,007469","57.778,79"
27/01/2021,"1,9","0,007469","57.783,11"
28/01/2021,"1,9","0,007469","57.787,44"
29/01/2021,"1,9","0,007469","57.791,76"
01/02/2021,"1,9","0,007469","57.796,08"
02/02/2021,"1,9","0,007469","57.800,41"
03/02/2021,"1,9","0,007469","57.804,73"
04/02/2021,"1,9","0,007469","57.809,06"
05/02/2021,"1,9","0,007469","57.813,38"
08/02/2021,"1,9","0,007469","57.817,71"
09/02/2021,"1,9","0,007469","57.822,03"
10/02/2021,"1,9","0,007469","57.826,36"
11/02/2021,"1,9","0,007469","57.830,69"
12/02/2021,"1,9","0,007469","57.835,01"
17/02/2021,"1,9","0,007469","57.839,34"
18/02/2021,"1,9","0,007469","57.843,67"
19/02/2021,"1,9","0,007469","57.848,00"
22/02/2021,"1,9","0,007469","57.852,32"
23/02/2021,"1,9","0,007469","57.856,65"
24/02/2021,"1,9","0,007469","57.860,98"
25/02/2021,"1,9","0,007469","57.865,31"
26/02/2021,"1,9","0,007469","57.869,64"
01/03/2021,"1,9","0,007469","57.873,97"
02/03/2021,"1,9","0,007469","57.878,30"
03/03/2021,"1,9","0,007469","57.882,63"
04/03/2021,"1,9","0,007469","57.886,96"
05/03/2021,"1,9","0,007469","57.891,29"
08/03/2021,"1,9","0,007469","57.895,62"
09/03/2021,"1,9","0,007469","57.899,96"
10/03/2021,"1,9","0,007469","57.904,29"
11/03/2021,"1,9","0,007469","57.908,62"
12/03/2021,"1,9","0,007469","57.912,95"
15/03/2021,"1,9","0,007469","57.917,29"
16/03/2021,"1,9","0,007469","57.921,62"
17/03/2021,"1,9","0,007469","57.925,95"
18/03/2021,"2,65","0,010379","57.931,97"
19/03/2021,"2,65","0,010379","57.938,00"
22/03/2021,"2,65","0,010379","57.944,02"
23/03/2021,"2,65","0,010379","57.950,05"
24/03/2021,"2,65","0,010379","57.956,07"
25/03/2021,"2,65","0,010379","57.962,10"
26/03/2021,"2,65","0,010379","57.968,12"
29/03/2021,"2,65","0,010379","57.974,15"
30/03/2021,"2,65","0,010379","57.980,18"
31/03/2021,"2,65","0,010379","57.986,21"
01/04/2021,"2,65","0,010379","57.992,23"
05/04/2021,"2,65","0,010379","57.998,26"
06/04/2021,"2,65","0,010379","58.004,29"
07/04/2021,"2,65","0,010379","58.010,32"
08/04/2021,"2,65","0,010379","58.016,36"
09/04/2021,"2,65","0,010379","58.022,39"
12/04/2021,"2,65","0,010379","58.028,42"
13/04/2021,"2,65","0,010379","58.034,45"
14/04/2021,"2,65","0,010379","58.040,49"
15/04/2021,"2,65","0,010379","58.046,52"
16/04/2021,"2,65","0,010379","58.052,56"
19/04/2021,"2,65","0,010379","58.058,59"
20/04/2021,"2,65","0,010379","58.064,63"
22/04/2021,"2,65","0,010379","58.070,67"
23/04/2021,"2,65","0,010379","58.076,70"
26/04/2021,"2,65","0,010379","58.082,74"
27/04/2021,"2,65","0,010379","58.088,78"
28/04/2021,"2,65","0,010379","58.094,82"
29/04/2021,"2,65","0,010379","58.100,86"
30/04/2021,"2,65","0,010379","58.106,90"
03/05/2021,"2,65","0,010379","58.112,94"
04/05/2021,"2,65","0,010379","58.118,98"
05/05/2021,"2,65","0,010379","58.125,03"
06/05/2021,"3,4","0,013269","58.132,75"
07/05/2021,"3,4","0,013269","58.140,48"
10/05/2021,"3,4","0,013269","58.148,21"
11/05/2021,"3,4","0,013269","58.155,94"
12/05/2021,"3,4","0,013269","58.163,67"
13/05/2021,"3,4","0,013269","58.171,40"
14/05/2021,"3,4","0,013269","58.179,13"
17/05/2021,"3,4","0,013269","58.186,86"
18/05/2021,"3,4","0,013269","58.194,60"
19/05/2021,"3,4","0,013269","58.202,33"
20/05/2021,"3,4","0,013269","58.210,07"
21/05/2021,"3,4","0,013269","58.217,80"
24/05/2021,"3,4","0,013269","58.225,54"
25/05/2021,"3,4","0,013269","58.233,28"
26/05/2021,"3,4","0,013269","58.241,02"
27/05/2021,"3,4","0,013269","58.248,76"
28/05/2021,"3,4","0,013269","58.256,51"
31/05/2021,"3,4","0,013269","58.264,25"
01/06/2021,"3,4","0,013269","58.271,99"
02/06/2021,"3,4","0,013269","58.279,74"
04/06/2021,"3,4","0,013269","58.287,48"
07/06/2021,"3,4","0,013269","58.295,23"
08/06/2021,"3,4","0,013269","58.302,98"
09/06/2021,"3,4","0,013269","58.310,73"
10/06/2021,"3,4","0,013269","58.318,48"
11/06/2021,"3,4","0,013269","58.326,23"
14/06/2021,"3,4","0,013269","58.333,98"
15/06/2021,"3,4","0,013269","58.341,74"
16/06/2021,"3,4","0,013269","58.349,49"
17/06/2021,"4,15","0,016137","58.358,92"
18/06/2021,"4,15","0,016137","58.368,36"
21/06/2021,"4,15","0,016137","58.377,79"
22/06/2021,"4,15","0,016137","58.387,23"
23/06/2021,"4,15","0,016137","58.396,67"
24/06/2021,"4,15","0,016137","58.406,11"
25/06/2021,"4,15","0,016137","58.415,55"
28/06/2021,"4,15","0,016137","58.424,99"
29/06/2021,"4,15","0,016137","58.434,44"
30/06/2021,"4,15","0,016137","58.443,88"
01/07/2021,"4,15","0,016137","58.453,33"
02/07/2021,"4,15","0,016137","58.462,78"
05/07/2021,"4,15","0,016137","58.472,23"
06/07/2021,"4,15","0,016137","58.481,68"
07/07/2021,"4,15","0,016137","58.491,13"
08/07/2021,"4,15","0,016137","58.500,59"
09/07/2021,"4,15","0,016137","58.510,04"
12/07/2021,"4,15","0,016137","58.519,50"
13/07/2021,"4,15","0,016137","58.528,96"
14/07/2021,"4,15","0,016137","58.538,42"
15/07/2021,"4,15","0,016137","58.547,88"
16/07/2021,"4,15","0,016137","58.557,35"
19/07/2021,"4,15","0,016137","58.566,81"
20/07/2021,"4,15","0,016137","58.576,28"
21/07/2021,"4,15","0,016137","58.585,75"
22/07/2021,"4,15","0,016137","58.595,22"
23/07/2021,"4,15","0,016137","58.604,69"
26/07/2021,"4,15","0,016137","58.614,16"
27/07/2021,"4,15","0,016137","58.623,64"
28/07/2021,"4,15","0,016137","58.633,12"
29/07/2021,"4,15","0,016137","58.642,59"
30/07/2021,"4,15","0,016137","58.652,07"
02/08/2021,"4,15","0,016137","58.661,55"
03/08/2021,"4,15","0,016137","58.671,04"
04/08/2021,"4,15","0,016137","58.680,52"
05/08/2021,"5,15","0,01993","58.692,23"
06/08/2021,"5,15","0,01993","58.703,95"
09/08/2021,"5,15","0,01993","58.715,67"
10/08/2021,"5,15","0,01993","58.727,39"
11/08/2021,"5,15","0,01993","58.739,12"
12/08/2021,"5,15","0,01993","58.750,84"
13/08/2021,"5,15","0,01993","58.762,57"
16/08/2021,"5,15","0,01993","58.774,31"
17/08/2021,"5,15","0,01993","58.786,04"
18/08/2021,"5,15","0,01993","58.797,77"
19/08/2021,"5,15","0,01993","58.809,51"
20/08/2021,"5,15","0,01993","58.821,25"
23/08/2021,"5,15","0,01993","58.833,00"
24/08/2021,"5,15","0,01993","58.844,74"
25/08/2021,"5,15","0,01993","58.856,49"
26/08/2021,"5,15","0,01993","58.868,24"
27/08/2021,"5,15","0,01993","58.879,99"
30/08/2021,"5,15","0,01993","58.891,75"
31/08/2021,"5,15","0,01993","58.903,50"
01/09/2021,"5,15","0,01993","58.915,26"
02/09/2021,"5,15","0,01993","58.927,03"
03/09/2021,"5,15","0,01993","58.938,79"
06/09/2021,"5,15","0,01993","58.950,56"
08/09/2021,"5,15","0,01993","58.962,32"
09/09/2021,"5,15","0,01993","58.974,10"
10/09/2021,"5,15","0,01993","58.985,87"
13/09/2021,"5,15","0,01993","58.997,64"
14/09/2021,"5,15","0,01993","59.009,42"
15/09/2021,"5,15","0,01993","59.021,20"
16/09/2021,"5,15","0,01993","59.032,99"
17/09/2021,"5,15","0,01993","59.044,77"
20/09/2021,"5,15","0,01993","59.056,56"
21/09/2021,"5,15","0,01993","59.068,35"
22/09/2021,"5,15","0,01993","59.080,14"
23/09/2021,"6,15","0,023687","59.094,16"
24/09/2021,"6,15","0,023687","59.108,18"
27/09/2021,"6,15","0,023687","59.122,21"
28/09/2021,"6,15","0,023687","59.136,23"
29/09/2021,"6,15","0,023687","59.150,26"
30/09/2021,"6,15","0,023687","59.164,30"
01/10/2021,"6,15","0,023687","59.178,34"
04/10/2021,"6,15","0,023687","59.192,38"
05/10/2021,"6,15","0,023687","59.206,42"
06/10/2021,"6,15","0,023687","59.220,47"
07/10/2021,"6,15","0,023687","59.234,52"
08/10/2021,"6,15","0,023687","59.248,58"
11/10/2021,"6,15","0,023687","59.262,63"
13/10/2021,"6,15","0,023687","59.276,70"
14/10/2021,"6,15","0,023687","59.290,76"
15/10/2021,"6,15","0,023687","59.304,83"
18/10/2021,"6,15","0,023687","59.318,90"
19/10/2021,"6,15","0,023687","59.332,97"
20/10/2021,"6,15","0,023687","59.347,05"
21/10/2021,"6,15","0,023687","59.361,13"
22/10/2021,"6,15","0,023687","59.375,22"
25/10/2021,"6,15","0,023687","59.389,31"
26/10/2021,"6,15","0,023687","59.403,40"
27/10/2021,"6,15","0,023687","59.417,49"
28/10/2021,"7,65","0,029256","59.434,90"
29/10/2021,"7,65","0,029256","59.452,32"
01/11/2021,"7,65","0,029256","59.469,74"
03/11/2021,"7,65","0,029256","59.487,17"
04/11/2021,"7,65","0,029256","59.504,60"
05/11/2021,"7,65","0,029256","59.522,04"
08/11/2021,"7,65","0,029256","59.539,49"
09/11/2021,"7,65","0,029256","59.556,93"
10/11/2021,"7,65","0,029256","59.574,39"
11/11/2021,"7,65","0,029256","59.591,84"
12/11/2021,"7,65","0,029256","59.609,31"
16/11/2021,"7,65","0,029256","59.626,78"
17/11/2021,"7,65","0,029256","59.644,25"
18/11/2021,"7,65","0,029256","59.661,73"
19/11/2021,"7,65","0,029256","59.679,21"
22/11/2021,"7,65","0,029256","59.696,70"
23/11/2021,"7,65","0,029256","59.714,20"
24/11/2021,"7,65","0,029256","59.731,70"
25/11/2021,"7,65","0,029256","59.749,20"
26/11/2021,"7,65","0,029256","59.766,71"
29/11/2021,"7,65","0,029256","59.784,22"
30/11/2021,"7,65","0,029256","59.801,74"
01/12/2021,"7,65","0,029256","59.819,27"
02/12/2021,"7,65","0,029256","59.836,80"
03/12/2021,"7,65","0,029256","59.854,33"
06/12/2021,"7,65","0,029256","59.871,87"
07/12/2021,"7,65","0,029256","59.889,42"
08/12/2021,"7,65","0,029256","59.906,97"
09/12/2021,"9,15","0,034749","59.927,82"
10/12/2021,"9,15","0,034749","59.948,68"
13/12/2021,"9,15","0,034749","59.969,55"
14/12/2021,"9,15","0,034749","59.990,42"
15/12/2021,"9,15","0,034749","60.011,30"
16/12/2021,"9,15","0,034749","60.032,19"
17/12/2021,"9,15","0,034749","60.053,08"
20/12/2021,"9,15","0,034749","60.073,99"
21/12/2021,"9,15","0,034749","60.094,90"
22/12/2021,"9,15","0,034749","60.115,81"
23/12/2021,"9,15","0,034749","60.136,74"
24/12/2021,"9,15","0,034749","60.157,67"
27/12/2021,"9,15","0,034749","60.178,61"
28/12/2021,"9,15","0,034749","60.199,56"
29/12/2021,"9,15","0,034749","60.220,51"
30/12/2021,"9,15","0,034749","60.241,47"
31/12/2021,"9,15","0,034749","60.262,44"
04/01/2021,"9,15","0,034749","60.283,41"
04/01/2022,"9,15","0,034749","60.304,40"
05/01/2022,"9,15","0,034749","60.325,39"
06/01/2022,"9,15","0,034749","60.346,38"
07/01/2022,"9,15","0,034749","60.367,39"
10/01/2022,"9,15","0,034749","60.388,40"
11/01/2022,"9,15","0,034749","60.409,42"
12/01/2022,"9,15","0,034749","60.430,45"
13/01/2022,"9,15","0,034749","60.451,48"
14/01/2022,"9,15","0,034749","60.472,52"
17/01/2022,"9,15","0,034749","60.493,57"
18/01/2022,"9,15","0,034749","60.514,62"
19/01/2022,"9,15","0,034749","60.535,69"
20/01/2022,"9,15","0,034749","60.556,76"
21/01/2022,"9,15","0,034749","60.577,83"
24/01/2022,"9,15","0,034749","60.598,92"
25/01/2022,"9,15","0,034749","60.620,01"
26/01/2022,"9,15","0,034749","60.641,11"
27/01/2022,"9,15","0,034749","60.662,22"
28/01/2022,"9,15","0,034749","60.683,33"
31/01/2022,"9,15","0,034749","60.704,45"
01/02/2022,"9,15","0,034749","60.725,58"
02/02/2022,"9,15","0,034749","60.746,72"
03/02/2022,"10,65","0,040168","60.771,16"
04/02/2022,"10,65","0,040168","60.795,61"
07/02/2022,"10,65","0,040168","60.820,07"
08/02/2022,"10,65","0,040168","60.844,54"
09/02/2022,"10,65","0,040168","60.869,02"
10/02/2022,"10,65","0,040168","60.893,51"
11/02/2022,"10,65","0,040168","60.918,01"
14/02/2022,"10,65","0,040168","60.942,52"
15/02/2022,"10,65","0,040168","60.967,04"
16/02/2022,"10,65","0,040168","60.991,57"
17/02/2022,"10,65","0,040168","61.016,11"
18/02/2022,"10,65","0,040168","61.040,66"
21/02/2022,"10,65","0,040168","61.065,22"
22/02/2022,"10,65","0,040168","61.089,79"
23/02/2022,"10,65","0,040168","61.114,37"
24/02/2022,"10,65","0,040168","61.138,95"
25/02/2022,"10,65","0,040168","61.163,55"
02/03/2022,"10,65","0,040168","61.188,16"
03/03/2022,"10,65","0,040168","61.212,78"
04/03/2022,"10,65","0,040168","61.237,41"
07/03/2022,"10,65","0,040168","61.262,05"
08/03/2022,"10,65","0,040168","61.286,69"
09/03/2022,"10,65","0,040168","61.311,35"
10/03/2022,"10,65","0,040168","61.336,02"
11/03/2022,"10,65","0,040168","61.360,70"
14/03/2022,"10,65","0,040168","61.385,38"
15/03/2022,"10,65","0,040168","61.410,08"
16/03/2022,"10,65","0,040168","61.434,79"
17/03/2022,"11,65","0,043739","61.461,70"
18/03/2022,"11,65","0,043739","61.488,63"
21/03/2022,"11,65","0,043739","61.515,57"
22/03/2022,"11,65","0,043739","61.542,52"
23/03/2022,"11,65","0,043739","61.569,48"
24/03/2022,"11,65","0,043739","61.596,45"
25/03/2022,"11,65","0,043739","61.623,44"
28/03/2022,"11,65","0,043739","61.650,44"
29/03/2022,"11,65","0,043739","61.677,45"
30/03/2022,"11,65","0,043739","61.704,47"
31/03/2022,"11,65","0,043739","61.731,50"
01/04/2022,"11,65","0,043739","61.758,54"
04/04/2022,"11,65","0,043739","61.785,60"
05/04/2022,"11,65","0,043739","61.812,67"
06/04/2022,"11,65","0,043739","61.839,75"
07/04/2022,"11,65","0,043739","61.866,84"
08/04/2022,"11,65","0,043739","61.893,94"
11/04/2022,"11,65","0,043739","61.921,06"
12/04/2022,"11,65","0,043739","61.948,19"
13/04/2022,"11,65","0,043739","61.975,33"
14/04/2022,"11,65","0,043739","62.002,48"
18/04/2022,"11,65","0,043739","62.029,64"
19/04/2022,"11,65","0,043739","62.056,81"
20/04/2022,"11,65","0,043739","62.084,00"
22/04/2022,"11,65","0,043739","62.111,20"
25/04/2022,"11,65","0,043739","62.138,41"
26/04/2022,"11,65","0,043739","62.165,63"
27/04/2022,"11,65","0,043739","62.192,87"
28/04/2022,"11,65","0,043739","62.220,11"
29/04/2022,"11,65","0,043739","62.247,37"
02/05/2022,"11,65","0,043739","62.274,64"
03/05/2022,"11,65","0,043739","62.301,92"
04/05/2022,"11,65","0,043739","62.329,22"
05/05/2022,"12,65","0,047279","62.358,73"
06/05/2022,"12,65","0,047279","62.388,26"
09/05/2022,"12,65","0,047279","62.417,81"
10/05/2022,"12,65","0,047279","62.447,37"
11/05/2022,"12,65","0,047279","62.476,94"
12/05/2022,"12,65","0,047279","62.506,52"
13/05/2022,"12,65","0,047279","62.536,12"
16/05/2022,"12,65","0,047279","62.565,74"
17/05/2022,"12,65","0,047279","62.595,36"
18/05/2022,"12,65","0,047279","62.625,01"
19/05/2022,"12,65","0,047279","62.654,66"
20/05/2022,"12,65","0,047279","62.684,33"
23/05/2022,"12,65","0,047279","62.714,02"
24/05/2022,"12,65","0,047279","62.743,71"
25/05/2022,"12,65","0,047279","62.773,42"
26/05/2022,"12,65","0,047279","62.803,15"
27/05/2022,"12,65","0,047279","62.832,89"
30/05/2022,"12,65","0,047279","62.862,64"
31/05/2022,"12,65","0,047279","62.892,41"
01/06/2022,"12,65","0,047279","62.922,20"
02/06/2022,"12,65","0,047279","62.951,99"
03/06/2022,"12,65","0,047279","62.981,80"
06/06/2022,"12,65","0,047279","63.011,63"
07/06/2022,"12,65","0,047279","63.041,46"
08/06/2022,"12,65","0,047279","63.071,32"
09/06/2022,"12,65","0,047279","63.101,18"
10/06/2022,"12,65","0,047279","63.131,07"
13/06/2022,"12,65","0,047279","63.160,96"
14/06/2022,"12,65","0,047279","63.190,87"
15/06/2022,"12,65","0,047279","63.220,79"
17/06/2022,"13,15","0,049037","63.251,84"
20/06/2022,"13,15","0,049037","63.282,91"
21/06/2022,"13,15","0,049037","63.313,99"
22/06/2022,"13,15","0,049037","63.345,09"
23/06/2022,"13,15","0,049037","63.376,20"
24/06/2022,"13,15","0,049037","63.407,32"
27/06/2022,"13,15","0,049037","63.438,47"
28/06/2022,"13,15","0,049037","63.469,62"
29/06/2022,"13,15","0,049037","63.500,80"
30/06/2022,"13,15","0,049037","63.531,98"
01/07/2022,"13,15","0,049037","63.563,19"
04/07/2022,"13,15","0,049037","63.594,41"
05/07/2022,"13,15","0,049037","63.625,64"
06/07/2022,"13,15","0,049037","63.656,89"
07/07/2022,"13,15","0,049037","63.688,15"
08/07/2022,"13,15","0,049037","63.719,43"
11/07/2022,"13,15","0,049037","63.750,73"
12/07/2022,"13,15","0,049037","63.782,04"
13/07/2022,"13,15","0,049037","63.813,37"
14/07/2022,"13,15","0,049037","63.844,71"
15/07/2022,"13,15","0,049037","63.876,06"
18/07/2022,"13,15","0,049037","63.907,43"
19/07/2022,"13,15","0,049037","63.938,82"
20/07/2022,"13,15","0,049037","63.970,22"
21/07/2022,"13,15","0,049037","64.001,64"
22/07/2022,"13,15","0,049037","64.033,08"
25/07/2022,"13,15","0,049037","64.064,53"
26/07/2022,"13,15","0,049037","64.095,99"
27/07/2022,"13,15","0,049037","64.127,47"
28/07/2022,"13,15","0,049037","64.158,96"
29/07/2022,"13,15","0,049037","64.190,48"
01/08/2022,"13,15","0,049037","64.222,00"
02/08/2022,"13,15","0,049037","64.253,54"
03/08/2022,"13,15","0,049037","64.285,10"
04/08/2022,"13,65","0,050788","64.317,80"
05/08/2022,"13,65","0,050788","64.350,52"
08/08/2022,"13,65","0,050788","64.383,25"
09/08/2022,"13,65","0,050788","64.416,00"
10/08/2022,"13,65","0,050788","64.448,77"
11/08/2022,"13,65","0,050788","64.481,55"
12/08/2022,"13,65","0,050788","64.514,35"
15/08/2022,"13,65","0,050788","64.547,16"
16/08/2022,"13,65","0,050788","64.580,00"
17/08/2022,"13,65","0,050788","64.612,85"
18/08/2022,"13,65","0,050788","64.645,71"
19/08/2022,"13,65","0,050788","64.678,60"
22/08/2022,"13,65","0,050788","64.711,50"
23/08/2022,"13,65","0,050788","64.744,41"
24/08/2022,"13,65","0,050788","64.777,35"
25/08/2022,"13,65","0,050788","64.810,30"
26/08/2022,"13,65","0,050788","64.843,26"
29/08/2022,"13,65","0,050788","64.876,25"
30/08/2022,"13,65","0,050788","64.909,25"
31/08/2022,"13,65","0,050788","64.942,26"
01/09/2022,"13,65","0,050788","64.975,30"
02/09/2022,"13,65","0,050788","65.008,35"
05/09/2022,"13,65","0,050788","65.041,41"
06/09/2022,"13,65","0,050788","65.074,50"
08/09/2022,"13,65","0,050788","65.107,60"
09/09/2022,"13,65","0,050788","65.140,72"
12/09/2022,"13,65","0,050788","65.173,85"
13/09/2022,"13,65","0,050788","65.207,00"
14/09/2022,"13,65","0,050788","65.240,17"
15/09/2022,"13,65","0,050788","65.273,36"
16/09/2022,"13,65","0,050788","65.306,56"
19/09/2022,"13,65","0,050788","65.339,78"
20/09/2022,"13,65","0,050788","65.373,01"
21/09/2022,"13,65","0,050788","65.406,26"
22/09/2022,"13,65","0,050788","65.439,53"
23/09/2022,"13,65","0,050788","65.472,82"
26/09/2022,"13,65","0,050788","65.506,12"
27/09/2022,"13,65","0,050788","65.539,44"
28/09/2022,"13,65","0,050788","65.572,78"
29/09/2022,"13,65","0,050788","65.606,13"
30/09/2022,"13,65","0,050788","65.639,50"
03/10/2022,"13,65","0,050788","65.672,89"
04/10/2022,"13,65","0,050788","65.706,30"
05/10/2022,"13,65","0,050788","65.739,72"
06/10/2022,"13,65","0,050788","65.773,16"
07/10/2022,"13,65","0,050788","65.806,61"
10/10/2022,"13,65","0,050788","65.840,09"
11/10/2022,"13,65","0,050788","65.873,58"
13/10/2022,"13,65","0,050788","65.907,08"
14/10/2022,"13,65","0,050788","65.940,61"
17/10/2022,"13,65","0,050788","65.974,15"
18/10/2022,"13,65","0,050788","66.007,70"
19/10/2022,"13,65","0,050788","66.041,28"
20/10/2022,"13,65","0,050788","66.074,87"
21/10/2022,"13,65","0,050788","66.108,48"
24/10/2022,"13,65","0,050788","66.142,11"
25/10/2022,"13,65","0,050788","66.175,75"
26/10/2022,"13,65","0,050788","66.209,41"
27/10/2022,"13,65","0,050788","66.243,09"
28/10/2022,"13,65","0,050788","66.276,78"
31/10/2022,"13,65","0,050788","66.310,49"
01/11/2022,"13,65","0,050788","66.344,22"
03/11/2022,"13,65","0,050788","66.377,97"
04/11/2022,"13,65","0,050788","66.411,73"
07/11/2022,"13,65","0,050788","66.445,51"
08/11/2022,"13,65","0,050788","66.479,31"
09/11/2022,"13,65","0,050788","66.513,12"
10/11/2022,"13,65","0,050788","66.546,95"
11/11/2022,"13,65","0,050788","66.580,80"
